,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,input,Units,cat
695,1080.3144,1306.1892,1348.721,1374.3876,1395.5818,,,,10.84040732538117,9.862829210357969,8.639815830463395,8.191534746193998,7.74926091051364,SSP1,Upper CI,India,Staples,%,IndiaStaples
714,68.2256694,103.70515,125.4822,173.218906,211.946796,,,,0.0030848221160173356,-2.698981485150819,-0.47131437159527206,-0.15119591062603177,-0.14735334624497465,SSP1,Lower CI,Indonesia,Non-Staples,%,IndonesiaNon-Staples
715,68.2256694,103.70515,125.4822,173.218906,211.946796,,,,0.0785565398663113,-0.038106193039743184,-0.06172998730229119,-0.06813940610597766,-0.06776560467186034,SSP1,Median,Indonesia,Non-Staples,%,IndonesiaNon-Staples
716,68.2256694,103.70515,125.4822,173.218906,211.946796,,,,0.22271496054066098,0.9704897358996882,0.05548856529196705,0.10815574528202103,0.09352453873128622,SSP1,Upper CI,Indonesia,Non-Staples,%,IndonesiaNon-Staples
735,259.380984,314.993192,339.336528,368.704198,373.09301600000003,,,,3.075712561243285,-7.769110770588984,-4.8750054104408385,0.309155787546332,2.742779551278854,SSP1,Lower CI,Indonesia,Staples,%,IndonesiaStaples
736,259.380984,314.993192,339.336528,368.704198,373.09301600000003,,,,3.337228994700394,3.3056967914931756,3.010507580799571,2.923060131816598,2.8742385661532093,SSP1,Median,Indonesia,Staples,%,IndonesiaStaples
737,259.380984,314.993192,339.336528,368.704198,373.09301600000003,,,,3.6242850761157195,6.9359304840826415,5.523288753898804,3.839306447213887,3.2977840493784774,SSP1,Upper CI,Indonesia,Staples,%,IndonesiaStaples
756,100.3277952,109.0713992,112.02938520000001,115.6982308,123.371932,,,,-0.6650366629200894,-0.9406186690902265,-0.5181833216751865,-0.46775711597994124,-0.44891517000130177,SSP1,Lower CI,Japan,Non-Staples,%,JapanNon-Staples
757,100.3277952,109.0713992,112.02938520000001,115.6982308,123.371932,,,,-0.5497017628941188,-0.46147905045081034,-0.43221753977380567,-0.40843663581624484,-0.38374303355785644,SSP1,Median,Japan,Non-Staples,%,JapanNon-Staples
758,100.3277952,109.0713992,112.02938520000001,115.6982308,123.371932,,,,-0.32551233288875003,-0.11354499696490716,-0.3352017352957376,-0.2896455108735078,-0.28762735464277567,SSP1,Upper CI,Japan,Non-Staples,%,JapanNon-Staples
